MSE,Pearson,Spearman,Kendall,MSE-to-rho
4.095448934371198058e-01,6.427525226374648515e-01,6.475832532903634808e-01,4.695967412593239909e-01,1.751544101035933165e+00
2.381356894007320701e-01,6.575860848252613744e-01,6.644166348736973982e-01,4.918965287327581315e-01,4.509229772098682254e+00
3.036969666673825508e-01,6.518721982310932139e-01,6.559928164530129946e-01,4.719143434595990949e-01,2.183177712974206930e+00
1.765579554249755712e-01,6.480699862842952408e-01,6.279780288746568129e-01,4.514035296078675596e-01,3.592228558168683694e+00
2.912011426341423737e-01,7.014911890028567854e-01,7.117338601130290821e-01,5.312626995041046518e-01,2.587563328048331446e+00
3.388672264969974646e-01,6.678311605211568747e-01,7.004155971314937057e-01,5.104666624994790292e-01,4.400730440534323940e+00
7.785585922017381755e-01,3.898598549523947798e-01,4.083343691380370566e-01,3.231503104554735439e-01,4.762547027328349336e-01
7.784621732523034909e-01,7.214665147168117798e-01,7.346206820878232735e-01,5.438800058340624854e-01,2.671397927062791222e+00
5.901606500841493075e-01,6.232884617302908437e-01,6.338470358022975093e-01,4.612335500270867139e-01,1.511739645800628251e+00
8.336433804512505263e-02,8.254453935800064590e-01,8.395741592433463296e-01,6.426285785723214738e-01,1.050332841175295862e+01
6.742812566940611374e-01,5.406780167886339195e-01,5.192775949262123936e-01,3.984221569362835780e-01,1.072373246235117206e+00
4.920552218407688305e-01,5.986549657688735593e-01,5.828107475829805706e-01,4.113959661624368991e-01,3.158026959520723764e+00
4.078156441581827774e-01,5.408164989668821088e-01,5.251652047291438530e-01,3.620439013209984513e-01,1.721513183194517849e+00
2.871159085851806014e-01,7.900183735575626587e-01,8.001040070875626853e-01,6.033226444972287217e-01,3.383908462571653786e+00
3.992468535046599931e-01,7.492958123497396317e-01,7.277837559888088448e-01,5.356651456432052205e-01,4.712163175803195436e+00
2.068941642376576351e-01,6.718639509236113971e-01,6.768480532788759829e-01,5.001145143142892158e-01,4.690378203761666143e+00
3.131791419752785743e-01,6.303410873222264899e-01,6.188296357082756494e-01,4.400139184064674747e-01,2.455039613159965217e+00
7.574440063905276688e-01,5.552610549953289620e-01,5.719744840074140191e-01,4.115108763595449193e-01,9.030208465584900202e-01
1.703486340479847538e-01,6.718445572980588087e-01,6.671136710174011553e-01,4.839564112180688160e-01,4.448832900765806286e+00
3.972932377010305882e-01,6.151253837568972926e-01,6.247481027695016564e-01,4.494076967954326318e-01,3.400849990630756547e+00
4.259138914680058452e-01,6.232938557097026377e-01,6.093047689344496254e-01,4.438231028878609763e-01,2.360210131219751428e+00
3.078814931987957082e-01,7.821301774601668866e-01,7.905107743907935358e-01,5.992733675042712926e-01,6.527444023184322930e+00
3.160092612020503622e-01,5.917783897022014239e-01,5.864915792342434431e-01,4.278219152394049374e-01,4.844526404812806497e+00
4.874995921714127545e-01,7.784825745541429365e-01,7.936491724554558536e-01,5.992438429803724764e-01,4.275406559635450243e+00
3.599196906303495092e-01,7.671815161595390009e-01,7.731432121038004368e-01,5.800721548526898141e-01,3.638632024157684608e+00
6.071603949989218263e-01,6.564094793702023312e-01,6.601250599160166654e-01,4.827557819727464339e-01,1.311253852591288682e+00
5.783286980284838563e-01,6.347901645149391925e-01,6.379441436241273244e-01,4.516174105096470437e-01,2.469853656492932092e+00
4.591306353235173887e-01,5.689087065669133914e-01,5.432461632382213912e-01,3.962344876442887576e-01,4.220847419195870032e+00
3.018995879119869552e-01,7.120394286937431483e-01,7.053948489905446095e-01,5.078527315914488360e-01,4.446250543828897506e+00
2.817946014414031697e-01,6.587628876727221749e-01,6.525257673363401567e-01,4.783140184189689781e-01,3.719353195773852150e+00
