MSE,Pearson,Spearman,Kendall,MSE-to-rho
1.971833463561070143e-01,9.318811071588992689e-01,9.310771238058926924e-01,7.800257115472765124e-01,6.098082308224545223e+00
1.669105737989566851e-01,9.577677471159358191e-01,9.635544567352259948e-01,8.405496103679626074e-01,1.166523530509044093e+01
6.153237208845715317e-02,9.525218974903277847e-01,9.543341932239718384e-01,8.162704296370378865e-01,1.607713691006519596e+01
3.791068011773624652e-02,9.634035138578278534e-01,9.659157641158714336e-01,8.457842021919406150e-01,3.952646615654668949e+01
8.082457978818738398e-02,9.601957358341528526e-01,9.618854315919599385e-01,8.352021919406590333e-01,2.519076220266051891e+01
5.994727319674331839e-02,9.649300178829619545e-01,9.629248342332007438e-01,8.400958453139976134e-01,2.820178746859102148e+01
5.410941189374757904e-02,9.618595210306105647e-01,9.694979848984063286e-01,8.489308038504811416e-01,2.827213841780922010e+01
2.933224160882806630e-02,9.650783227194338343e-01,9.669797424137461794e-01,8.423699629120305898e-01,3.802840386110240445e+01
1.581742194424518577e-01,9.287452344950635208e-01,9.396456213850878925e-01,7.875767179230735993e-01,1.170037074632034546e+01
3.841066820046384334e-01,8.200721316382272308e-01,8.101884403935694090e-01,6.338093303329581651e-01,5.814698220897201786e+00
8.617893669763253273e-02,9.566465890835159636e-01,9.619451796319560266e-01,8.395807600950117022e-01,2.139743634598913147e+01
5.454702529392019966e-02,9.591975664891299047e-01,9.655152148986753113e-01,8.435283577113805720e-01,2.989269000163175960e+01
7.390433150926419004e-02,9.574500677600600307e-01,9.601907404951678382e-01,8.340291703129557588e-01,2.418318440491604449e+01
4.076753204179527773e-02,9.665830452367417669e-01,9.724418457725289011e-01,8.571470808851104906e-01,3.894087460219355279e+01
1.199012786622094540e-01,9.575270141861746964e-01,9.597620320353442702e-01,8.290439221569361194e-01,1.265673590954530958e+01
1.335345141606044950e-01,9.307234252196311397e-01,9.305134922502110717e-01,7.846107430095429214e-01,1.724207407031107664e+01
1.968768331521167925e-01,9.323497369993040129e-01,9.401961257140021289e-01,8.069882276951284572e-01,8.134998592479060875e+00
1.276149492900995053e-01,9.493351430862430052e-01,9.550992533999883571e-01,8.224583489602865782e-01,8.999655930778219570e+00
7.903007728488165018e-02,9.684021400640457911e-01,9.644032906313015907e-01,8.472329874567652297e-01,3.301596012303439664e+01
1.228675702951627507e-01,9.359312689088595816e-01,9.386724373542568722e-01,7.888180189190313607e-01,9.299364420894168148e+00
4.197871376816544875e-02,9.732928162924411319e-01,9.745173163205832489e-01,8.629873525857397754e-01,3.503491656526593800e+01
3.857609279850731515e-02,9.676704143869048202e-01,9.741385713381028877e-01,8.600521940242528141e-01,3.609592006547282494e+01
6.786693499542607866e-02,9.524903960350271648e-01,9.488444559663197220e-01,8.173437304663080383e-01,3.908473484163903322e+01
1.836795997673214276e-01,9.009512337844117758e-01,8.991395649474932528e-01,7.583921740217526297e-01,1.042795834151070800e+01
4.803034346156406093e-02,9.607037591311859970e-01,9.628731144198924286e-01,8.376913364170519571e-01,4.505782062507805819e+01
6.837898503274066064e-02,9.565558121186242824e-01,9.560585534852901191e-01,8.285396716256198113e-01,2.040124676264748871e+01
2.023451698176630814e-02,9.737042900460307626e-01,9.743046023797594657e-01,8.649200941784388474e-01,5.248517591067070498e+01
7.709896527396431498e-02,9.600496425730168371e-01,9.655451122585175794e-01,8.426152019002373095e-01,2.610921613789346907e+01
4.938087487966147382e-02,9.443492482775143193e-01,9.500964019390063520e-01,8.080491936492060212e-01,2.141647779858918810e+01
1.300165059759663677e-01,9.464587106823095786e-01,9.473641464431900028e-01,8.051259115722796400e-01,1.441578995376350569e+01
5.684663019173193804e-02,9.734298804025079965e-01,9.749064708579138205e-01,8.684439096553734361e-01,2.974072584770618732e+01
1.356102563560962482e-01,9.567939324957901448e-01,9.586693109713957384e-01,8.352910363795472692e-01,2.539788499262463617e+01
1.872290885538887284e-01,9.556723871888891386e-01,9.615342393286600009e-01,8.310499645789054535e-01,1.940648513547647624e+01
1.186750511449593121e-01,9.566918078866372133e-01,9.548899021935923770e-01,8.212992249031128011e-01,1.263119228773842906e+01
1.940643173411612799e-01,8.755258377442823869e-01,8.837378778630919918e-01,7.071629370337958465e-01,6.535938145935247690e+00
1.250932708479567945e-01,9.550787374240208294e-01,9.617496596132760756e-01,8.322714089261156190e-01,1.055501035796865139e+01
1.138569744242551723e-01,9.480511813223104767e-01,9.491451931819563370e-01,8.108484810601325199e-01,9.035349062554461241e+00
1.158703011498410373e-01,9.559954901384505321e-01,9.560596679384326668e-01,8.255746551652288767e-01,8.861076461040624963e+00
4.570720665114854503e-02,9.459504592066046991e-01,9.427824501059758333e-01,8.008822769512854434e-01,2.213813968603971105e+01
1.149555514497155179e-01,9.431020133232294045e-01,9.398305061223518608e-01,7.956590823852979222e-01,1.299793187628793056e+01
8.961006126911681691e-02,9.566212434097350892e-01,9.550443745788185224e-01,8.253689627870149925e-01,3.196992576367263794e+01
5.832703055146951782e-02,9.382772011750827312e-01,9.364133613345839713e-01,7.984320123348750409e-01,3.112072159931031834e+01
1.061440442450706928e-01,9.693988693506764287e-01,9.741714476511166287e-01,8.630684460557569437e-01,3.246827708846597460e+01
9.176328793223546831e-02,9.364747874154177865e-01,9.467084330735694442e-01,8.130732799933323429e-01,2.627415077643683006e+01
