MSE,Pearson,Spearman,Kendall,MSE-to-rho
8.438985932357469244e-02,6.101721421527329658e-01,6.088668823885451387e-01,4.120133141642705055e-01,8.515551595556688724e+00
5.480022231684323897e-01,2.097740040587880994e-01,2.249756799136825303e-01,1.813809017793890366e-01,4.376293760326143700e-01
2.490037320518151132e-01,5.256895935127310349e-01,5.291839202841238654e-01,3.700153560861774160e-01,2.561912880135013726e+00
3.623606492060698625e-01,4.320915993521434184e-01,4.336005701734464979e-01,3.137062132766595401e-01,1.381859030818205936e+00
2.360128468146917013e-01,3.658292251070571766e-01,3.415518008601844957e-01,2.281334541817726935e-01,2.256575208967110502e+00
3.062801864649111194e-01,5.129399252640660656e-01,5.293853052950829863e-01,3.793356669583696772e-01,2.660362152099729371e+00
2.055354958810430566e-01,2.370125972459114772e-01,2.293698465135913800e-01,1.545770929699545604e-01,2.258700059029234097e+00
2.936259938437938977e-01,2.529198399632256455e-01,2.576010143375158656e-01,1.704040088344376258e-01,3.303156013325921236e+00
1.567181842629943866e-01,3.828412699920884510e-01,3.624155962330562475e-01,2.483188731924823589e-01,3.032516943252345332e+00
3.026204565441601990e-01,1.674797998824767153e-01,1.498818567169040439e-01,1.079554944368045916e-01,7.580520329883636554e-01
2.336418546307440780e-01,3.320104160386216363e-01,3.015726722042605390e-01,2.188490227945159294e-01,2.418693891598303836e+00
2.676617776216832501e-01,3.067024078410820476e-01,2.757462090585345860e-01,1.957656373713380360e-01,1.187426153173699817e+00
3.503995227503989285e-01,3.607549619115767991e-01,3.587165724643215370e-01,2.583720465058131910e-01,2.760621061813287813e+00
2.390823424732701208e-01,3.613389222805851175e-01,3.600856108450877779e-01,2.575443805475683967e-01,2.450254135114209308e+00
2.503917857303414318e-01,2.018834507631331043e-01,1.950254306488349021e-01,1.394884985623202622e-01,1.124608924417002997e+00
3.879356634912494717e-01,2.744537056002389619e-01,2.845625549150399558e-01,2.036017210484643292e-01,1.238671287900662943e+00
1.896663570962797418e-01,4.786868050017065723e-01,5.129303824989123184e-01,3.593474392632411973e-01,5.592716144897722508e+00
2.971524232953119404e-01,4.684917884789554510e-01,4.803306897551670729e-01,3.477170062924532234e-01,6.080729677356881524e+00
2.536342811134326136e-01,3.743443321853319739e-01,3.713820872559701614e-01,2.491041380172521469e-01,2.328760719177449978e+00
2.714007457606926743e-01,6.167324029111657113e-01,6.224592031556125393e-01,4.360048964453889231e-01,6.562012310437325802e+00
1.571244499969916830e-01,4.350875959120369951e-01,4.415551638758620778e-01,2.964454306788347759e-01,4.691124813110161718e+00
1.295325731338314024e-01,5.212700935819428727e-01,5.510740847433451828e-01,3.774233654206775035e-01,4.831763160442930527e+00
3.714569546995687421e-01,2.868804466936568098e-01,2.523097237314019803e-01,1.989085302329457738e-01,7.959208567225214415e-01
2.509058963266703746e-01,3.628076778332193775e-01,3.776062103141595849e-01,2.617249656207025765e-01,1.860775200116324690e+00
1.673022969389936498e-01,4.206351143486838917e-01,4.756280427910632436e-01,3.476764178855689669e-01,3.030005593633851024e+00
3.282700441352230381e-01,3.541537643619300790e-01,3.296826661200417119e-01,2.263252073175813228e-01,2.859073128134351993e+00
2.024064379522435841e-01,1.877791602593037734e-01,1.358115730048683467e-01,9.283902154435969001e-02,1.843958527821749627e+00
2.238655501880938425e-01,2.748540860998993085e-01,3.129847706716371025e-01,2.231155769471183381e-01,1.791042207874262493e+00
3.876219430538505040e-01,2.372127291935908489e-01,2.332608626368885274e-01,1.741871483935491793e-01,1.229120440094343625e+00
2.331481944843731835e-01,4.822152250916268978e-01,4.886353295880521141e-01,3.305951993999249328e-01,3.298324827216948751e+00
1.846928564280901075e-01,5.092776947791409770e-01,5.112796856371827348e-01,3.557503229570362357e-01,4.034663252836039327e+00
1.467357026224197503e-01,2.688747088396065688e-01,2.550261214925956810e-01,1.655239821644372000e-01,1.826058508686306814e+00
3.506041790241827272e-01,2.136595242902135927e-01,2.691854800810231652e-01,1.893622119431595252e-01,1.003980406100825506e+00
1.109955104268682269e-01,4.346445515252697622e-01,4.552954168639909427e-01,3.028759844980622451e-01,4.601114532924095890e+00
3.518276702275693335e-01,3.505556271122161061e-01,4.038516063492439412e-01,2.806795224403049738e-01,1.985527560970664185e+00
