MSE,Pearson,Spearman,Kendall,MSE-to-rho
5.700647865631362082e-02,9.351965256330228016e-01,8.968339497317806552e-01,7.184359711630619039e-01,1.730097427693086942e+01
6.268098429297823404e-02,9.347326753328480953e-01,9.092966946296362485e-01,7.365679043213734234e-01,1.588975008043152037e+01
5.033958365399576751e-02,9.449491176611132248e-01,9.324189634809472160e-01,7.634995901548410346e-01,2.418672354682926695e+01
1.731748966567514536e-01,9.202284541092460302e-01,9.059502497902606200e-01,7.184869212079330048e-01,7.674557426386235726e+00
7.198016525607897620e-02,9.507993444607164557e-01,9.380789773094603268e-01,7.753358938873257111e-01,1.724790617650353752e+01
7.174947468691866836e-02,9.663733662462558049e-01,9.417309236286083296e-01,7.902885360670083292e-01,2.928877088828025421e+01
6.526047232603759962e-02,9.637703292710599889e-01,9.435446653751619062e-01,7.858857854399360354e-01,2.011420799159578721e+01
5.317721162511832717e-02,9.471263777149685481e-01,9.300489058335982273e-01,7.679227507638183292e-01,2.000221031150900330e+01
2.603441845763558304e-01,8.188084293723076890e-01,8.287620197384691911e-01,6.124134266783346492e-01,5.902136266818307497e+00
6.106237406219003350e-02,9.162325296680527975e-01,9.022253048481531090e-01,7.346884795225697706e-01,2.005402577494021088e+01
5.974209809184477527e-02,9.371827178651956913e-01,9.080733545324854994e-01,7.245773758037924450e-01,1.544216140747425925e+01
2.188449097498306462e-01,8.909183233969594218e-01,8.836435331350553923e-01,6.991814601825226960e-01,1.129445614731776892e+01
6.688391402863193280e-02,9.564284146626550465e-01,9.457536414461653607e-01,7.903236266501364460e-01,2.030155232304416302e+01
1.075269246835641734e-01,8.839146974974121385e-01,8.476745008074141330e-01,6.508284160520063644e-01,1.148198423226718567e+01
6.355119623399056727e-02,9.656014658587279698e-01,9.583503696533387517e-01,8.163790000915499556e-01,2.241920015703329128e+01
5.564836765564291632e-01,9.053200859796620703e-01,8.935288615629509712e-01,6.961212443222067892e-01,3.425018566736749648e+00
9.388301708701474180e-02,9.440076564775043977e-01,9.317451730428935042e-01,7.637084635579446390e-01,2.175389860437188361e+01
3.028389354666785951e-02,9.583930254867683018e-01,9.273267230345911827e-01,7.589383367848002715e-01,3.205078843612358952e+01
6.205589509714598551e-02,9.367010455943353131e-01,9.365567589852620278e-01,7.712246530816351253e-01,1.888573827254722559e+01
7.380497905513676293e-02,9.509735165405374113e-01,9.389239011198341478e-01,7.710973952847303137e-01,2.081686759025064859e+01
9.387657254501739768e-02,9.309668397824562014e-01,9.149121509851779743e-01,7.383551674301030987e-01,1.630855314248070087e+01
7.083950046120369992e-02,9.607564335606046946e-01,9.508760512870232384e-01,8.015180531680715648e-01,1.986452706286755543e+01
5.758954433638593245e-02,9.618411017252328499e-01,9.462149351049209400e-01,7.902318414801848823e-01,2.864699555396422070e+01
9.326164460079373886e-02,9.129941334369692241e-01,9.029056241235254854e-01,7.293113722548650868e-01,1.417159856606114765e+01
6.505881211970222788e-02,9.517020381656241534e-01,9.279818204770678980e-01,7.628414108063891197e-01,1.566465248488314366e+01
9.491564836909364977e-02,9.600312445840283315e-01,9.429976334696608120e-01,7.848138521310215054e-01,1.520468970140371745e+01
6.014337232072734102e-02,9.148228971693718181e-01,9.082284408870551218e-01,7.219490716938660180e-01,1.656267806453134739e+01
9.701765180147713108e-02,9.387664216522315641e-01,9.243240398566258120e-01,7.445709880401715219e-01,1.489225586199517615e+01
3.995542042441495301e-02,9.257914685701269519e-01,8.922166272924473285e-01,7.119262824519730914e-01,2.995736519112004359e+01
4.072138816541436696e-02,9.489389040118617613e-01,9.276241971972533085e-01,7.555448597741384331e-01,2.328540651807929862e+01
9.085381351397554817e-02,9.260959311457853671e-01,9.301466649944792886e-01,7.579019669125305336e-01,1.120452436449952849e+01
6.408406672504714241e-02,9.229794162899981336e-01,8.926627398462928520e-01,7.097554277618035590e-01,2.040140730386089274e+01
1.360841914651691187e-01,9.338531117698943840e-01,9.029084000610688721e-01,7.214114472642411124e-01,1.373865113992379428e+01
6.538517702980495283e-02,9.631315633921276875e-01,9.460996646725389203e-01,7.870679728307551359e-01,2.147039796657456634e+01
6.406552199759334154e-02,9.393201446162123824e-01,9.268776701621511682e-01,7.556051798141432130e-01,1.583086157714007847e+01
6.003707971336193910e-02,9.516499899536546847e-01,9.406019624357494502e-01,7.812276415467023227e-01,1.977214520978755630e+01
8.401024675076747272e-02,9.311436636930014998e-01,9.197498775649911584e-01,7.535571039768039769e-01,1.130806056988357078e+01
6.246811043727357182e-02,9.350560819224598141e-01,8.988903718342245996e-01,7.071623744634744080e-01,1.478423220009352868e+01
5.795298194537579217e-02,9.377034096478675806e-01,9.125871664467103406e-01,7.376548173324897206e-01,1.682508858966495424e+01
9.899505277953213334e-02,9.592263229538456892e-01,9.448816149434628997e-01,7.859227820144183418e-01,1.878435763767984312e+01
1.416542035235545394e-01,9.346312255940955049e-01,9.186793277528021440e-01,7.397293411676457708e-01,1.391164244184382959e+01
6.803984900694472204e-02,9.481518783705906728e-01,9.371131982380446201e-01,7.745256777681954752e-01,1.439818534152747276e+01
7.294181724812615064e-02,9.398909921870800543e-01,9.399374183271472782e-01,7.805745093136641222e-01,2.062699773189633490e+01
9.311841156450856305e-02,9.501184328509432175e-01,9.408808828965765647e-01,7.771116806267448496e-01,1.257046410218519661e+01
4.431252397001935600e-02,9.348698497942526942e-01,9.196467931662143380e-01,7.423146710358020650e-01,2.108596667181806694e+01
2.189533926984205472e-02,9.705877588758906604e-01,9.618513805601779376e-01,8.219013209984580293e-01,5.281285237947292188e+01
5.916681073977255595e-02,9.445468303604142024e-01,9.056967023702610087e-01,7.249011959828312035e-01,1.534683193521878763e+01
9.122527643286000576e-02,9.251911069632402507e-01,9.088523634645767624e-01,7.315070225266401271e-01,1.059025735727325745e+01
1.593467244353633239e-01,8.903045593468511543e-01,8.879479484338869133e-01,6.982156286282693580e-01,8.814937414021128959e+00
